item_id,weight,height,length,width
1653910,2.2824953,13.454097,38.76148,29.507635
244896,2.5375655,17.666283,37.36316,27.857435
1224865,0.9534134,13.197024,29.308285,21.544056
1549644,1.0000397,15.659904,31.521149,23.766405
865788,2.8003647,16.272745,57.372463,38.33016
1987539,0.9341375,12.542414,32.822487,24.36014
1210171,0.46780097,10.266784,27.306477,20.729221
463073,2.5193965,15.736741,29.033764,20.880098
1411258,0.30050707,10.22224,18.63208,15.123344
1719579,0.52602136,10.483819,32.114323,17.815948
1205884,1.2087322,12.250465,39.622047,22.87247
1446411,0.7298608,11.649106,32.95854,22.284138
1322206,0.6189833,11.757293,29.386822,21.353773
20360,0.8567018,11.547838,32.037884,24.849464
197217,3.417433,14.211783,36.711452,24.474697
129911,0.94624203,9.98946,37.174713,28.615984
444304,1.2441165,16.729725,37.905247,30.51148
272976,0.9425711,13.119617,53.239975,30.37638
879332,4.432051,15.904282,44.855015,33.669857
93671,0.69417334,10.892126,32.56831,21.216581
930979,1.504835,12.695813,36.737946,27.317286
1631265,1.0934815,14.315175,39.311485,22.261724
1105398,0.5877596,10.894618,24.898193,19.677248
1541292,0.6655895,10.69996,30.752996,20.51016
1270982,1.5990037,13.921368,31.43061,22.476686
2026940,1.6209127,14.126719,36.308277,29.272753
1230098,1.0177588,12.875447,33.342846,24.687662
1851787,0.6168223,6.6745634,26.651321,19.452074
713471,0.8959455,8.884928,67.76805,20.295101
975532,0.46260118,10.951356,31.470024,22.724548
1403023,1.348508,18.063772,34.25493,25.671028
925241,2.9642775,11.121036,92.46368,34.98672
1312745,0.6026364,8.455393,31.687637,23.58363
1231258,0.4394139,6.2391825,32.541325,25.072966
1403303,1.5796927,20.705997,35.884098,29.155504
946374,0.78127724,13.06187,34.28934,25.63973
1738392,0.49968505,4.261476,29.342365,21.862598
739379,0.5709769,9.842473,32.25372,21.099894
7809,0.35539144,10.447541,19.34203,15.634907
1248347,0.4582789,7.461745,29.993132,22.20954
2007913,4.2320333,20.767887,47.514053,32.8938
182102,1.212454,12.8035555,37.225986,29.927967
282318,1.1238755,14.035591,29.344925,21.3542
1608493,0.46627516,9.788084,22.1609,16.906218
1927100,0.65607935,9.69452,21.686638,16.052567
228167,1.0324191,10.566559,35.165108,26.866676
1529859,9.350682,29.797935,62.501495,43.959534
1472765,0.47108755,10.387196,23.339977,17.554098
2001644,1.8396468,20.314972,35.511337,26.789791
1181946,0.7185132,10.7941265,34.3347,21.493803
1100378,1.257913,14.058623,31.825924,22.41525
644644,0.41688442,10.776103,21.111229,17.416685
827950,1.3261987,18.417862,39.36218,31.766205
1068379,3.1844578,27.620106,40.085213,33.16301
383972,0.8714142,11.051392,31.399643,23.105349
264146,0.52694803,9.888222,35.184254,19.034966
1026418,0.43395454,10.386424,21.643246,17.385597
597321,3.428297,19.740387,39.232964,27.446665
1759864,0.45429227,10.141032,20.963287,16.13642
1345281,0.575167,5.1204576,28.782232,21.285126
556778,1.1882337,12.822309,37.682327,30.21351
447164,1.1643571,13.976859,36.137997,28.52225
992223,0.4285211,10.692798,21.295849,17.972078
243662,1.3205191,12.0413885,34.808758,22.120295
1552293,0.84344727,9.885015,32.957584,25.298288
2056378,1.0468626,12.345746,35.102173,22.48959
1092302,0.35347655,9.610728,19.016424,14.301191
1176500,0.4776585,10.219007,27.591846,18.02299
446634,1.3199869,13.106051,38.041096,29.948801
1638645,0.7460895,10.49598,32.763355,24.61162
1325266,0.4680779,11.649858,21.209171,16.915737
473067,6.137468,20.944988,35.474773,28.787687
432379,0.59282094,5.401,28.156689,20.748972
1206537,1.2389027,8.952161,31.092869,23.669127
144838,0.6112059,7.749642,36.941902,24.531588
508388,0.5974838,1.1374819,39.63097,30.117456
752064,0.6689691,5.2188244,31.381435,23.498213
1759740,0.9509706,12.729274,32.82103,23.689444
1287883,1.1894225,16.666323,36.886463,29.094355
1611505,0.38932002,6.812041,25.76687,19.156437
1561642,0.65395886,11.714958,32.66307,22.200094
546749,0.9677986,13.321982,30.558144,21.38259
184537,1.8156058,18.758362,38.2218,29.61109
1440268,0.63603365,10.097141,26.265694,18.639467
1102921,0.6541297,10.951542,31.708542,21.283564
1100848,1.2858362,13.521277,35.144325,27.157104
403431,1.3516665,12.927548,36.221962,28.66117
391178,0.5432229,5.365587,28.013638,20.840837
1800565,3.3223965,16.941395,36.147247,27.441427
1727167,0.68997717,12.222178,31.744787,23.981127
1246931,0.7278779,11.06313,33.72242,21.838205
74554,0.6377065,10.582364,32.005253,20.17235
751358,0.6552904,10.354321,23.01128,17.414974
655973,1.148982,10.704831,33.790287,24.207842
1018189,0.5390368,9.909896,36.873665,25.750275
975466,0.48290965,3.3197174,29.620184,21.93364
1964898,0.8701687,9.526974,33.14514,25.715467
1923909,1.7542347,13.215192,43.22966,24.809566
1135390,0.90074855,9.56434,30.3919,22.644777
2101538,0.8208218,15.499738,32.596836,22.984854
1659406,1.3133167,13.252101,34.424202,27.51748
516397,0.5753589,9.227246,51.90464,20.57966
330495,12.776542,15.304702,62.3423,26.7829
1654503,0.7348591,9.3394375,31.736485,24.421522
222681,4.07503,27.172703,40.35899,33.688107
764779,1.140992,15.146762,28.748558,21.592262
1355447,0.3103848,9.874312,18.427925,14.425855
477885,1.0422932,19.84201,33.32952,24.776949
867634,0.37815264,4.5791316,35.019516,25.006166
479761,0.6440436,0.99165183,39.686985,30.548452
12973,3.225127,17.8551,38.879574,31.090734
1005337,1.0025786,9.505175,37.980614,29.930157
2106300,2.7148354,18.347866,37.36337,27.334776
1785191,1.5990492,15.409203,32.972885,23.141893
1687948,1.0609889,11.257575,31.953026,25.79194
162478,1.5261003,12.554845,35.30148,22.874115
2067352,0.47662443,9.794272,24.537449,18.031311
1949435,0.6216943,10.722751,28.54292,21.03287
1260407,0.7902643,10.592164,33.063,25.480133
1803781,3.0655043,13.611722,39.711937,31.127735
728658,0.34506184,6.512425,31.4906,22.496439
1742661,1.1884195,12.616973,33.300503,25.871002
468988,1.2003871,17.161072,33.513832,24.622309
1661669,5.399882,15.80515,29.195625,22.697962
764538,0.8813787,14.2486105,33.398785,22.787653
1595127,0.3854783,6.56391,28.698578,21.058523
590503,0.79211926,11.356749,32.501606,25.3206
1024751,0.4157937,10.101195,21.012426,17.029867
858248,0.9077633,13.299985,32.69179,21.47875
2029573,2.119467,15.996759,42.839,32.278545
1261925,4.1357436,13.05016,53.83412,26.007502
1581455,1.0731333,10.13182,82.09743,28.583677
1180013,0.5778,10.577733,28.680767,20.715353
963654,0.51283926,5.4636445,28.713995,21.250807
1393675,0.5433464,8.905508,31.888529,24.110697
480650,1.6686649,15.362958,26.50621,20.548004
258979,0.697892,12.577949,36.568024,28.450912
173193,0.6337331,10.270991,22.33612,17.476015
1128503,0.4069137,7.1492324,28.87962,21.20954
552714,0.6303639,1.9105129,38.317608,29.548862
469963,0.73459524,11.202241,33.86914,25.848562
188529,1.1917026,12.197971,33.673515,25.975483
1070102,1.4628038,8.970905,39.415813,31.35806
1781397,0.8291667,11.293038,31.193523,23.92426
959249,0.6620193,12.671605,33.271145,23.613592
1926000,0.5037189,9.097216,29.783867,22.268766
807249,0.95241505,10.837333,33.90033,24.802979
265559,1.6544532,13.439898,34.04847,25.291136
329118,1.1182204,13.501356,35.526154,27.49435
2061702,1.2891389,12.301153,38.551723,29.602797
1038762,0.46776503,11.303172,24.697823,18.804781
551137,0.73336095,13.287949,32.32219,22.554102
2064097,0.49747032,9.911967,30.412376,22.246778
330013,1.132272,14.1330385,35.620663,25.43347
905790,0.31900612,10.103948,19.562878,15.38615
1482544,0.9846111,13.603682,30.18826,21.208927
366386,0.7866231,11.146389,33.49486,21.822687
899273,0.6642068,10.712286,30.521343,20.672304
280133,2.1817157,19.715965,39.325428,31.843452
583539,3.7759748,20.0346,41.793736,32.97265
992693,3.1044855,18.089945,45.343616,34.221313
63887,0.919403,14.4575,34.69542,23.621805
1066980,0.8927468,9.701014,40.64498,15.95071
1784714,1.9526535,19.501877,39.539093,30.438059
1940395,0.6802065,10.710673,30.650043,24.653477
1878692,0.48062134,9.711858,29.128893,21.351984
1097588,0.9257799,12.449666,34.197277,23.860981
1496256,0.64931184,10.252593,38.94452,29.392365
563107,1.4161664,18.736973,37.141544,29.61479
291154,0.90393525,11.7702675,34.849266,27.650007
1942954,0.9726524,11.61897,28.63673,20.400183
1292339,1.6102842,16.121073,37.23193,28.431414
4635,1.1033345,12.743197,30.323784,21.924463
261922,4.630962,22.422598,62.60443,44.168957
1967682,0.57685596,6.71168,26.331493,19.270952
1689674,3.8304899,23.76873,40.321724,33.91596
10697,0.6465905,10.273845,32.575657,22.63207
1537721,0.62509215,10.661832,29.16409,21.983284
2059672,0.9168858,16.278812,34.669647,26.964243
984518,1.6833595,15.504544,41.29964,32.80227
54640,0.74697334,10.872426,33.33136,22.783411
1142939,1.6034857,14.742185,26.728579,20.534624
584615,0.75775117,11.004097,25.513325,19.084623
262007,1.6914784,18.552872,38.42534,30.658464
867808,1.294916,18.346401,36.781384,25.778486
975845,0.671756,13.501093,28.625984,20.853218
1816977,2.1385107,16.566933,41.158955,32.633205
1367118,0.49970108,11.169533,36.737335,28.41641
1453455,0.4388808,5.6446037,32.907146,24.639442
2059461,0.47637504,11.309963,27.4899,20.461788
472111,0.6818174,13.883596,32.171818,22.899069
1147737,0.83946043,12.200694,33.167633,25.313211
258778,1.0671107,10.971326,37.416542,28.80808
1082852,0.93781585,14.642311,36.456776,28.550383
920072,1.7899994,12.257249,36.30656,26.098099
916766,0.969772,12.665763,34.497192,24.504667
345122,1.0999535,13.202253,35.510773,24.588
273541,1.4738693,13.76902,46.461876,33.483047
1238782,0.36483625,10.522962,20.027283,16.68565
423446,1.0392264,17.500057,35.314808,27.48795
1470489,0.95970124,20.38669,33.46347,24.943453
1538969,6.1543536,22.378742,48.146214,36.737328
374541,0.572238,11.112128,31.626663,21.26845
1666820,0.6905439,10.814542,30.893148,21.163954
994383,1.2338854,12.598415,35.03208,27.87428
1827638,0.500163,8.54177,35.82747,18.586477
965321,1.2223102,17.398624,36.847607,29.14396
263671,0.29797053,9.538637,21.279835,15.902935
484040,0.63714105,7.1233034,35.61254,26.882128
1338839,0.66396004,10.793562,31.955208,21.012522
742343,5.549602,24.541498,52.897064,38.092598
2033575,0.7412599,11.269742,31.549122,23.358196
506424,0.53965074,4.7606463,37.639153,28.75819
1717904,1.03567,11.644744,31.893112,22.462744
575871,0.41495752,9.774404,24.717487,18.705158
1575552,1.4627573,17.585005,39.007053,29.939201
251152,0.78492165,10.86054,34.357277,25.949873
606763,3.2017717,25.733204,46.757957,36.37165
311228,1.4508198,11.319743,45.7318,20.89182
1839465,4.2285447,18.385696,51.20359,31.009253
505173,1.4257617,14.589964,34.163574,26.64897
1220747,0.6990058,10.750245,32.84794,20.739117
68066,2.4659126,15.273171,30.178036,22.14062
2033758,0.61532444,10.826052,26.946186,18.983908
1912646,0.37330186,8.97431,27.655384,19.52303
2028261,0.9066946,10.778529,28.939796,22.002623
992275,3.0285392,17.59417,30.955154,22.92624
807987,3.5753772,22.133814,38.729992,29.760122
1725341,0.75181574,11.35703,29.491482,21.566162
1122407,0.95411074,16.127926,37.355934,28.123968
1875960,1.389167,13.213231,36.86625,21.980637
329036,2.3819942,13.859307,99.55,38.158707
1799824,3.009396,19.775024,38.71109,31.251383
1825467,0.3743165,9.737115,22.876451,16.385221
1121672,1.1178435,20.196129,32.32233,23.96712
1947837,0.8499312,10.5557995,35.442406,27.442316
379654,0.58104587,1.2374375,38.92685,30.049109
844344,0.50726277,5.3894005,28.02958,20.873312
1517331,3.9862945,20.823639,45.923027,34.480133
2077035,0.5164464,10.7165165,30.370321,21.546251
1084516,0.7072092,10.966195,28.564262,20.486084
738007,1.3194727,10.7784195,28.880033,21.423304
1255468,0.6238949,2.103607,37.877525,29.114992
269808,1.9696828,13.977778,27.424273,20.09154
559600,1.0165344,11.654026,33.55287,23.036219
1156504,1.1461083,10.393557,21.105337,16.403917
1271815,0.73846096,10.646325,34.12969,25.54575
791436,1.567013,18.606174,37.856583,30.069248
1075745,0.37581757,6.3310895,33.337715,25.437881
1681769,0.94724613,9.277764,27.481401,20.95997
1845502,0.56610924,10.085561,30.469603,22.439203
1284545,4.160185,17.759481,35.53257,25.941877
152623,1.3298132,16.333118,36.263527,27.91612
923274,1.6985883,12.597158,32.548054,24.022894
1271882,1.866489,14.39927,34.484314,23.491861
1972284,0.24716756,9.280646,17.10907,13.455521
758347,0.7752033,11.194402,33.297337,22.027246
153381,1.0077112,15.053723,33.779705,26.536753
1928622,0.9784494,10.934033,34.257202,23.621431
2092581,1.1651894,17.884266,35.92749,28.259188
928957,2.9204772,15.561815,38.63321,27.04796
92002,0.826082,11.922764,36.167362,27.71344
316198,0.29011092,9.848475,19.147905,15.382217
50079,0.55795807,4.5839386,30.07722,22.324389
2021852,1.6326194,16.65459,42.145912,33.560204
578276,0.37085903,11.219684,21.665955,17.061243
31373,1.5070387,19.972588,33.748768,25.955046
1657089,0.7462069,10.343255,32.06143,23.66619
875464,0.78990793,11.30433,32.845795,22.038599
1038396,0.22352487,9.540793,17.31985,14.176734
507974,0.7660325,13.444459,34.63239,24.235817
202965,0.5420039,4.1636286,29.038652,21.786192
252886,0.5439432,10.516556,28.818653,19.09831
1313685,0.7814858,6.711492,29.38794,21.855787
157849,0.6361886,10.316592,20.6665,15.679151
776572,1.2932785,19.202988,33.631187,24.483181
629737,1.1529737,12.0430565,33.244602,26.183474
798767,2.4971685,19.91861,39.559994,31.741331
113091,0.61625427,6.83475,33.48751,25.653864
39085,0.8817944,10.376973,21.439304,16.733263
2077298,0.90896285,10.983222,26.9046,20.179138
175765,0.5671882,9.902988,32.213036,19.570942
108199,0.5106056,6.0739555,34.371906,25.967142
1887168,1.3185378,15.512393,36.33772,28.746323
1859562,2.388171,12.565163,40.876892,27.8208
520851,0.69035375,6.3488865,29.668068,22.351702
1838252,0.9071899,14.486339,35.562412,26.079851
1894221,0.34004915,8.236193,22.123886,15.409494
950327,1.5177692,19.853024,36.2273,26.134014
1926371,1.2668952,17.11628,34.672096,25.514936
805262,0.8623239,13.111451,26.991108,19.717627
621660,0.9754754,12.181276,32.593792,22.536669
303773,0.8100874,11.613216,34.426353,22.208565
1397655,0.40591577,5.0791807,32.48145,24.312597
2060497,0.5791994,9.01555,31.673628,23.95389
1764226,1.9158353,15.745723,37.129807,25.76116
2085812,0.50496036,10.841042,22.753784,17.602093
1551817,1.2498385,17.826448,34.748978,26.456347
1810410,0.74535125,11.140605,31.949757,24.217161
2029960,0.9338645,11.050904,35.95265,22.711218
1079168,0.46552312,11.272563,22.387548,16.890501
343693,0.64525574,10.726309,30.84692,21.004017
1019745,0.52956015,5.65695,33.726116,25.559668
1210527,0.81821877,11.928412,34.335796,22.315664
616979,0.40306738,10.166905,20.454834,16.526228
1985833,1.2129112,14.8114,29.120842,20.564709
1257586,0.7749993,9.999157,34.296352,23.812883
1608751,0.89949834,14.082616,32.18203,23.393476
1097236,0.6088995,4.9269066,28.795372,21.613808
1512284,1.1376604,11.575018,30.999535,20.954119
1516220,0.358363,8.7958355,21.6851,16.14635
406123,0.3633882,9.926754,23.298836,18.73983
400213,0.5352731,11.217481,25.734486,20.238934
882542,0.45785135,10.124873,22.836346,18.29326
1186693,0.88547474,11.745124,34.549126,27.293568
1425647,0.5544275,2.5975296,36.778908,28.016428
729909,3.7503817,24.009884,37.242535,31.418312
519292,1.3422226,11.30713,39.578804,27.738012
1742850,0.9319966,16.39294,34.721035,26.973562
394016,0.63157237,5.3292475,38.286736,29.601917
943547,3.8573728,26.273384,38.12531,32.76789
1117628,0.8763681,11.966056,34.142517,22.563429
1015919,0.585641,10.917143,34.293324,20.320215
1638442,2.5867763,17.743462,37.6753,27.69454
55266,1.9345762,16.733135,27.645504,21.114729
1523982,0.90438944,12.762643,34.226974,24.086351
135146,0.58029103,10.1606045,22.093792,17.189432
28175,1.1578712,12.44611,34.928917,26.057308
570305,0.6824202,10.668016,31.10188,23.253326
360881,0.7449832,10.755572,32.03586,20.68262
1287811,0.5822695,8.397603,33.35611,25.689161
1157730,0.726756,11.343726,31.260323,22.159756
220857,1.1211536,14.117169,36.09446,28.387167
1588481,2.0006113,15.935903,48.537823,33.99115
157346,1.1395655,14.012866,38.108627,30.302036
50954,1.2869855,14.891913,35.54519,27.85186
1015541,0.30714095,9.30635,20.499798,16.232813
1314497,0.69716674,11.340778,32.61358,21.420782
616484,0.75291085,10.865321,33.813515,21.237776
1569685,1.5794986,15.71299,32.566616,24.361637
215275,0.38566956,10.053799,20.404549,16.19677
1448016,6.645774,24.65905,56.617012,42.00116
58337,5.840426,13.41208,68.94156,43.217896
1742402,0.50839627,7.9102397,29.45451,21.864098
1886016,1.3939396,13.701215,34.196587,24.060942
1235783,1.0758262,13.981694,29.818167,21.299492
1479094,5.2739406,15.202828,77.00618,33.752056
1549706,3.553258,27.545242,39.369118,32.834843
2073276,1.9429228,13.836305,41.02659,32.814503
1357614,0.70262134,10.425438,30.975784,21.4955
1847108,1.0629232,12.779283,35.67937,25.549322
2009817,0.5939855,9.614983,30.737614,23.392534
1027717,0.9933892,12.474111,32.87551,22.63534
535383,1.3531822,13.5078535,34.92965,21.435045
831235,0.45580494,11.616254,19.826313,16.539557
1152473,1.1357702,16.899313,37.25252,25.349318
2017244,0.56174797,8.940017,30.787151,23.135294
1063601,1.1463076,16.796284,35.365654,27.820858
1498837,0.87864226,11.752422,23.10342,18.40294
1588297,1.4880883,19.383656,38.32791,30.192705
179523,6.3514457,18.623528,29.492353,23.482811
1095386,0.55298465,10.440385,24.82169,18.46905
1456943,1.2349538,11.734364,35.17169,27.410078
430583,0.6100586,10.450656,37.572365,19.650404
1130358,0.6207003,12.775424,31.357399,22.890612
1080897,0.8672392,12.291608,34.29456,23.017689
799061,0.7093017,5.158844,30.931658,22.9573
607467,2.159313,12.956635,38.867622,29.485678
1011752,0.792385,12.8368225,27.780071,20.849865
338718,0.69482845,9.579604,34.13322,26.489965
761598,0.6189975,8.445235,35.815163,26.443228
764759,1.5882405,19.863544,41.17501,32.241325
1238716,0.86485153,12.531917,33.269802,23.365767
1764431,1.5400118,16.393408,32.137417,23.671228
714974,1.8494134,18.380905,37.32387,26.878939
1572389,0.68327355,13.502978,23.599415,18.573397
312754,1.6018813,15.580757,33.344925,22.971771
222293,0.8669526,11.442189,33.00387,21.917774
1123292,5.5163183,19.03299,46.22986,29.259495
436054,1.8320246,18.963081,37.733883,30.440104
1557530,0.66726524,10.227091,30.513935,22.894903
1301576,0.42963454,9.703847,26.561985,19.324043
268136,0.6672026,10.676229,32.030785,20.948305
489655,1.1680207,16.964706,36.264595,28.289434
1934371,1.0988147,12.896631,33.244488,25.618328
63710,0.5767346,2.3340273,38.87236,29.736149
650880,0.2955227,9.652001,19.24761,15.243912
1332840,0.95577544,10.6631155,36.22398,28.160025
560166,0.9144581,12.940927,32.858772,23.684992
1711037,0.92313296,10.740012,37.976334,22.059769
506137,1.6656846,17.39904,37.613663,30.110144
1336539,0.7431617,11.515893,29.10889,20.436644
1934094,0.55669385,9.875388,29.325623,21.729832
1484291,0.39037976,10.583407,26.865908,19.689596
805379,1.7139224,16.403107,37.42755,30.515368
995319,0.883161,5.4661694,36.43946,28.002527
1444467,1.56579,16.565834,49.555237,35.43735
631547,0.4571964,1.0042257,39.880836,30.469866
238976,2.769226,15.375408,35.54506,26.947742
104135,0.6026507,6.0309315,37.014923,28.31576
1206097,0.72010565,10.937039,34.11278,21.733126
1836207,0.70272523,10.654957,31.624222,23.895426
1964673,3.823368,23.445993,40.363747,33.057487
1497257,2.6124861,14.901053,41.023903,31.947155
659448,0.4616325,8.629685,31.160664,22.734854
1564214,0.6626562,9.463889,34.29869,23.969408
1085302,0.83486253,15.614018,33.469246,25.776169
816666,1.1961566,14.220395,37.73309,27.858671
2091179,0.87041277,15.368738,37.891544,27.162169
1679309,1.4086102,11.361923,33.15329,24.38848
1586953,0.560352,10.231792,29.37447,20.119333
1013948,0.54039186,10.50405,20.7127,16.687956
1409536,1.2819723,8.267376,36.215458,27.574263
2089973,0.64695305,9.545249,32.40582,24.747133
1050884,4.7161007,18.141489,46.368168,37.8501
434378,0.8307264,11.911191,33.83828,22.354517
1487811,0.71410567,10.699805,33.29471,25.485779
134135,0.8047602,11.233512,33.72952,25.464975
279528,0.4344403,7.731591,28.845026,21.022242
1731539,1.0175079,11.683039,33.49659,23.802004
2018796,0.91951734,9.035363,76.394104,18.98556
1972650,1.711338,15.445734,37.637856,29.711063
176287,0.7311165,5.7802734,28.766516,21.211504
193775,0.54238147,8.826581,54.877335,15.963234
1246617,0.93899125,13.310033,31.338959,21.989098
1924584,0.8940227,11.418686,32.234894,25.768373
800795,1.760621,17.840593,37.45353,30.060928
766363,1.255171,13.137414,36.798637,29.21325
1748313,0.4920466,8.247048,29.264257,21.67474
1293591,0.34275413,8.674191,27.179504,19.037382
1658546,0.44106844,10.34692,24.398804,16.862576
1574885,0.6008589,12.435252,21.682365,17.586187
1361098,0.59407884,4.9623613,28.572083,20.815569
1256504,1.2002214,18.386166,31.383926,23.546467
1420238,4.165171,21.651499,55.767933,39.8009
2097338,1.2717328,12.448775,30.844427,20.789602
1930833,2.0921614,17.866808,37.303978,29.487753
1891505,1.160395,11.25025,35.50613,27.84746
1816340,1.1654462,16.561539,35.645874,28.008802
2031329,0.5716013,9.89303,20.562428,15.79187
714297,1.321389,14.098992,35.155434,27.452326
1389366,0.7351412,11.485538,33.37635,25.317865
1914393,1.440629,12.16052,34.16267,24.86297
1979085,1.3888906,15.009452,35.13874,24.803946
1031846,0.66023284,10.823567,37.486244,29.34315
1773702,0.8509149,11.568118,28.190825,20.676836
1061584,1.078115,13.923612,40.135834,30.260786
24999,0.69651175,5.596374,29.537245,22.026886
2077175,1.8639818,20.585794,39.286884,31.034498
1264951,2.7931464,15.4340105,41.373158,31.567337
1791037,0.83279926,12.132859,26.73286,19.638437
1233137,0.5384504,10.78604,30.882225,23.022257
46342,0.74126774,11.088092,34.06969,21.707674
1097257,0.3004283,9.043483,19.328377,15.229216
2041458,0.9823257,18.921131,33.87905,26.066565
1767076,1.140188,15.468743,34.250355,26.63093
690922,0.6140339,10.474789,32.149025,20.377401
1508261,0.7361831,16.100502,32.783966,23.914593
369911,0.55652994,9.768394,30.329308,22.731573
1467478,0.634194,8.850638,30.456059,22.581263
1564367,1.3856522,13.525505,35.188763,27.125267
484425,6.813782,22.542606,46.212135,38.18841
1483925,0.6000281,7.978851,32.026203,24.232985
1532669,1.9704853,17.10337,38.327484,28.980713
1691584,6.696322,15.116026,49.08894,38.207314
1802639,1.2702004,17.904104,35.752254,27.870476
1140934,0.5667239,10.288823,30.2565,20.522217
